,ticker,expiration,dte,put_iv,call_iv,skew,skew_direction
SPY_2025-05-12,SPY,2025-05-12,2,0.22949989257812498,0.22461712890624996,0.004882763671875012,Downside
SPY_2025-05-13,SPY,2025-05-13,3,0.2361730029296875,0.20606262695312497,0.03011037597656252,Downside
SPY_2025-05-14,SPY,2025-05-14,4,0.23918404052734374,0.19613434082031247,0.043049699707031264,Downside
SPY_2025-05-15,SPY,2025-05-15,5,0.24081162841796874,0.189135712890625,0.05167591552734374,Downside
SPY_2025-05-16,SPY,2025-05-16,6,0.24606059936523436,0.1762777685546875,0.06978283081054687,Downside
SPY_2025-05-23,SPY,2025-05-23,13,0.24158473266601557,0.16012395874023436,0.08146077392578122,Downside
SPY_2025-05-30,SPY,2025-05-30,20,0.23432162170410153,0.15383740051269534,0.08048422119140619,Downside
SPY_2025-06-06,SPY,2025-06-06,27,0.23303989624023438,0.15452912536621097,0.07851077087402342,Downside
SPY_2025-06-13,SPY,2025-06-13,34,0.23059851440429688,0.15607533386230468,0.0745231805419922,Downside
SPY_2025-06-20,SPY,2025-06-20,41,0.23044592803955077,0.1578961978149414,0.07254973022460937,Downside
SPY_2025-06-30,SPY,2025-06-30,51,0.22553264709472653,0.15523102264404298,0.07030162445068355,Downside
SPY_2025-07-18,SPY,2025-07-18,69,0.2295049787902832,0.16192447784423827,0.06758050094604492,Downside
SPY_2025-07-31,SPY,2025-07-31,82,0.22113815979003904,0.1718222467041016,0.04931591308593744,Downside
SPY_2025-08-15,SPY,2025-08-15,97,0.2181372946166992,0.17399405929565429,0.044143235321044916,Downside
SPY_2025-08-29,SPY,2025-08-29,111,0.22032436584472656,0.18405967315673824,0.03626469268798832,Downside
SPY_2025-09-19,SPY,2025-09-19,132,0.21706919006347655,0.18270165451049802,0.03436753555297853,Downside
SPY_2025-09-30,SPY,2025-09-30,143,0.21124039093017574,0.18671467590332033,0.02452571502685541,Downside
SPY_2025-10-31,SPY,2025-10-31,174,0.2079445254516601,0.18136906692504884,0.02657545852661125,Downside
SPY_2025-12-19,SPY,2025-12-19,223,0.20664245513916013,0.19836464485168456,0.008277810287475568,Downside
SPY_2025-12-31,SPY,2025-12-31,235,0.2018207260131836,0.2012205529785156,0.0006001730346680001,Downside
SPY_2026-01-16,SPY,2026-01-16,251,0.20282016670227052,0.19852994674682614,0.004290219955444374,Downside
SPY_2026-03-20,SPY,2026-03-20,314,0.19715158325195312,0.20556672126770018,-0.008415138015747059,Upside
SPY_2026-03-31,SPY,2026-03-31,325,0.19292494094848633,0.20474784111022948,-0.011822900161743144,Upside
SPY_2026-06-18,SPY,2026-06-18,404,0.19058274024963376,0.21190414161682125,-0.021321401367187492,Upside
SPY_2026-12-18,SPY,2026-12-18,587,0.18107915283203124,0.22134923759460445,-0.04027008476257321,Upside
SPY_2027-01-15,SPY,2027-01-15,615,0.181147816696167,0.22213505737304687,-0.040987240676879866,Upside
SPY_2027-12-17,SPY,2027-12-17,951,0.16940756748199462,0.2398071015167236,-0.07039953403472898,Upside
QQQ_2025-05-12,QQQ,2025-05-12,2,0.243171630859375,0.250984052734375,-0.007812421875000031,Upside
QQQ_2025-05-13,QQQ,2025-05-13,3,0.254890263671875,0.250333017578125,0.0045572460937500225,Downside
QQQ_2025-05-14,QQQ,2025-05-14,4,0.26107509765625,0.2408930078125,0.020182089843749973,Downside
QQQ_2025-05-15,QQQ,2025-05-15,5,0.26787027709960937,0.2369054174804687,0.030964859619140667,Downside
QQQ_2025-05-16,QQQ,2025-05-16,6,0.2779613220214843,0.22132126342773437,0.05664005859374996,Downside
QQQ_2025-05-23,QQQ,2025-05-23,13,0.27521476745605467,0.20691711059570309,0.06829765686035158,Downside
QQQ_2025-05-30,QQQ,2025-05-30,20,0.2717052810668945,0.20093572509765625,0.07076955596923826,Downside
QQQ_2025-06-06,QQQ,2025-06-06,27,0.2694063131713867,0.20101710449218746,0.06838920867919923,Downside
QQQ_2025-06-13,QQQ,2025-06-13,34,0.26624268920898436,0.20207503662109375,0.06416765258789062,Downside
QQQ_2025-06-20,QQQ,2025-06-20,41,0.26706665557861325,0.20555400573730465,0.06151264984130861,Downside
QQQ_2025-06-30,QQQ,2025-06-30,51,0.25848112945556645,0.20540141937255854,0.05307971008300791,Downside
QQQ_2025-07-18,QQQ,2025-07-18,69,0.2668530346679688,0.21317315155029296,0.053679883117675825,Downside
QQQ_2025-07-31,QQQ,2025-07-31,82,0.25728586959838873,0.219459709777832,0.03782615982055673,Downside
QQQ_2025-08-15,QQQ,2025-08-15,97,0.26145147735595703,0.2257208369445801,0.03573064041137694,Downside
QQQ_2025-08-29,QQQ,2025-08-29,111,0.2605054418945313,0.23184463638305663,0.028660805511474652,Downside
QQQ_2025-09-19,QQQ,2025-09-19,132,0.2549869017028809,0.23562877822875974,0.019358123474121164,Downside
QQQ_2025-09-30,QQQ,2025-09-30,143,0.24644206527709964,0.24094895614624023,0.005493109130859403,Downside
QQQ_2025-11-21,QQQ,2025-11-21,195,0.2471846522521973,0.2493691803741455,-0.0021845281219481927,Upside
QQQ_2025-12-19,QQQ,2025-12-19,223,0.16468120483398435,0.2565076791381836,-0.09182647430419927,Upside
QQQ_2025-12-31,QQQ,2025-12-31,235,0.24064124031066894,0.25658905853271485,-0.015947818222045912,Upside
QQQ_2026-01-16,QQQ,2026-01-16,251,0.16139551177978514,0.1757538887023926,-0.014358376922607469,Upside
QQQ_2026-03-20,QQQ,2026-03-20,314,0.23128006683349608,0.2618863484954834,-0.03060628166198734,Upside
QQQ_2026-03-31,QQQ,2026-03-31,325,0.23143265319824216,0.26116664947509766,-0.029733996276855496,Upside
QQQ_2026-06-18,QQQ,2026-06-18,404,0.2833908535003662,0.26949277877807615,0.013898074722290044,Downside
QQQ_2026-09-18,QQQ,2026-09-18,496,0.218483157043457,0.274296706161499,-0.05581354911804198,Upside
